ARNT	HSE	Brachyury	p53	YY1	FOXO3A	ISRE	LHX8	ER	Hnf1a	ETS1	Foxc2	GAS_ISRE	MEF1	HIF1	CRE	Myc	AP2	AP3	AP4	GATA	Elk1	AP1	E2F1
1.112438285	1.14320579	0.828091338	0.947710952	1.272907316	1.389026032	1.167324955	1.419187612	1.274893402	1.281743716	0.969052962	1.092240799	1.471179309	1.414222397	1.59103456	1.673154174	1.220259201	0.778355027	0.981844704	0.743144075	1.211708932	1.335014587	1.432164497	1.125145871
1.025909382	1.250844989	0.856139893	0.997201482	1.257235391	1.36305196	1.230809777	1.426841859	1.030245726	1.171405128	0.800240183	0.997250389	1.316330301	1.236091639	1.423858585	1.373583081	1.310217035	0.779764816	0.98888744	0.83713171	1.322965233	1.309988806	1.354607501	1.146365188
1.123531187	1.216009788	0.782626507	0.942697441	1.183474914	1.205887109	1.107296091	1.337821522	1.004775662	1.036776913	0.794932192	0.959870421	1.289116233	1.264375499	1.318691921	1.426726461	1.29758953	0.843006835	0.933997758	0.790081068	1.22542097	1.257713288	1.361721395	1.085579224
1.161024473	1.148310692	0.817333624	1.02418801	1.389504012	1.430827987	1.18611702	1.619340357	1.147138143	1.165078142	0.932913449	1.025662071	1.311797518	1.338900149	1.551181762	1.535503107	1.345834939	0.902477428	0.924806111	0.894906112	1.433407595	1.407963282	1.471213923	1.128846379
1.106254845	1.338669023	0.819233417	0.985722107	1.263002694	1.325204222	1.204297462	1.493595546	1.039304861	1.158130106	0.831137082	1.069584402	1.299217806	1.29855107	1.494538733	1.517045116	1.219892563	0.845106	0.912495054	0.868181547	1.28721657	1.353629913	1.406009291	1.250952673
1.215105163	1.299053361	0.853781276	1.112699269	1.314801347	1.40453847	1.223603796	1.47365365	1.135538247	1.209087497	0.941969994	1.101666882	1.39222161	1.435154665	1.571009631	1.615174372	1.43379981	0.9599878	1.037707187	0.811692806	1.421342186	1.344397002	1.424315828	1.178682448
1.128240045	1.193851505	0.922686946	1.112924809	1.424375866	1.412721431	1.306522828	1.578836915	1.130185398	1.14017744	0.866731512	1.096460047	1.452618858	1.47193091	1.514410352	1.59123412	1.349939576	0.948913844	1.008229434	0.832493294	1.288130398	1.320971498	1.433306806	1.159365697
1.114381033	1.297552572	0.829795729	1.037102464	1.248133665	1.353222675	1.271825863	1.431584129	1.17681096	1.148229375	0.881134294	1.047209385	1.376865651	1.359818425	1.35862069	1.46395581	1.256485001	0.881626514	0.942268041	0.83478356	1.229363669	1.348349695	1.436096147	1.167229074
1.086059276	1.221931943	0.795642151	0.965186608	1.340120746	1.309610318	1.253529089	1.458902305	1.194879254	1.09579034	0.854061471	1.041487377	1.405060373	1.400236004	1.351695939	1.453024149	1.331163557	0.917371021	0.95805708	0.785515917	1.323770582	1.353770582	1.389187706	1.18615258
1.083236305	1.220496674	0.857519255	1.029972067	1.250884184	1.327631917	1.294882938	1.402231369	1.172627735	1.135795383	0.862504578	1.076807863	1.367301311	1.367809683	1.3980824	1.404494443	1.269808732	0.898680967	0.980774802	0.797580588	1.27325254	1.333617584	1.405429191	1.17398886
