ARNT	HSE	Brachyury	p53	YY1	FOXO3A	ISRE	LHX8	ER	Hnf1a	ETS1	Foxc2	GAS/ISRE	MEF1	HIF1	CRE	Myc	AP2	AP3	AP4	GATA	Elk1	AP1	E2f(1)
1.43785614	1.53202675	1.525308495	1.763576474	1.6729950690000002	1.6421532159999999	1.5200627340000001	1.604109946	1.690895077	1.5623509290000002	1.491153531	1.5448305480000002	1.526194293	1.4295043369999998	1.5453482219999999	1.465695485	1.7889424880000002	1.5618562630000001	1.736139764	1.595758143	1.60957428	1.713373622	1.665701621	1.520269804
1.2890671809999998	1.369901174	1.468058951	1.547983885	1.410282015	1.3990530630000002	1.3765331769999998	1.452584277	1.48792397	1.367452911	1.416480149	1.4300747219999999	1.352515409	1.2652043659999999	1.349137426	1.341978582	1.661946903	1.482345649	1.63402431	1.564119693	1.512633862	1.5826107919999999	1.4106435730000002	1.395003616
1.8186975109999999	1.665005274	0.908996481	1.869255916	1.7825722869999998	1.63353007	1.646091165	1.6919512369999998	1.899076437	1.525106085	1.681431321	1.740202749	1.718232912	1.624978864	1.6953209919999999	1.675585581	2.019989049	1.727689966	1.9292834540000001	1.939465187	1.948342499	1.954333175	1.883858188	1.765530263
1.973627003	1.7336568030000001	1.7333931880000002	1.7028940380000002	1.709197883	1.362578082	1.559888441	1.68873904	1.7530038780000001	1.539807828	1.648153737	1.512483524	1.645781199	1.392389539	1.461032684	1.464047069	2.018888613	1.752866339	1.8395270209999999	1.67330035	1.854656249	1.91752278	1.6473285069999999	1.62363751
1.987855248	1.706197095	1.733439063	1.602425871	1.729547353	1.3715216159999999	1.67268451	1.6611479580000001	1.64351401	1.5842722580000002	1.4725790369999998	1.681299392	1.51522617	1.548426956	1.50021364	1.636758371	2.0399140819999997	1.589676769	1.8457212369999998	1.6996608709999999	1.893865264	1.803212681	1.706485798	1.561603338
2.233845927	1.601875493	1.682133849	1.626860045	1.6202612319999998	1.506997151	1.686109459	1.702944594	1.7192667469999998	1.474632654	1.449356635	1.690423171	1.521104155	1.393196771	1.4882499930000002	1.60534978	1.82862517	1.608194498	1.811755059	1.730027709	1.876285855	2.048752716	1.788740824	1.591371022
2.69147105	1.779403204	1.810524552	1.805787876	1.726797194	1.4800502569999998	1.6965050780000002	1.815047639	1.797985551	1.593102293	1.720138205	1.809846089	1.749927756	1.5972233269999998	1.6932760969999998	1.611546435	2.029027327	1.7718395980000001	1.8057753109999999	1.838529997	1.927107109	2.137179353	1.846294629	1.8196838030000002
2.518527063	1.658849535	1.640351834	1.866778799	1.7841557330000002	1.457388175	1.8385792419999998	1.9180186909999999	1.734627194	1.497542029	1.6144550519999998	1.8041886180000002	1.594195665	1.6292657959999999	1.601179491	1.758460287	1.12018892	1.8255679340000002	2.020360055	1.8076490719999998	1.904151706	2.225659374	1.7728431930000002	1.6382503940000002
2.512953538	1.6260446569999998	1.859110061	1.722511353	1.940455083	1.553703848	1.6373091359999998	1.693349002	1.70164074	1.489691629	1.71375282	1.586305734	1.7904544690000002	1.565619383	1.6078765369999999	1.5871656180000002	1.9689049580000002	1.6716922109999999	1.9309595080000002	1.7600268609999998	2.004749835	2.21652697	1.7434065330000001	1.660513719
3.114192558	1.875642501	1.928551336	1.898069301	1.897225419	1.66459532	1.8994885559999999	1.989643268	2.00464135	1.5961002430000002	1.8438562840000001	1.7870476919999998	1.732118655	1.6712568730000001	1.814499425	1.812862805	2.2730213530000003	1.7916506840000002	2.021212121	1.933947066	1.943101905	2.392635213	1.9589310830000002	1.859557601
3.07559819	1.82565326	1.825603385	1.946463232	1.931001949	1.576851302	1.7334341919999998	1.70410763	1.8896180809999998	1.6539083380000001	1.640616623	1.64349691	1.6351178919999998	1.525567225	1.617549387	1.7123370230000001	2.0057772000000003	1.7028108780000002	1.818408901	1.890702865	1.97734839	2.343593751	1.852062128	1.687848346
3.634167357	1.717920464	1.8687158240000001	1.902804474	2.203189727	1.942224524	1.717771334	1.783587407	1.850671085	1.633922949	1.685422535	1.779262635	1.7694573319999998	1.632841756	1.6368931230000001	1.728148302	2.016441591	1.767729909	1.843115162	1.8779246059999999	1.9240679369999998	2.758475559	1.755637945	1.766611433
4.07147779	1.758000326	1.8600428469999999	1.80247558	2.289636222	2.0156310680000002	1.7778200030000002	1.712259719	1.858364062	1.6460855509999999	1.732442715	1.726717309	1.694294222	1.628170167	1.732605582	1.620991485	1.990223796	1.844457715	1.830413557	1.96804881	1.899293825	2.6864181339999997	1.768899895	1.738255818
4.239696836	1.749959732	1.822507411	1.878429853	2.316967842	2.086173496	1.830343344	1.856946337	1.873532395	1.6217508090000001	1.758461719	1.769066349	1.73620767	1.615051086	1.696583969	1.694298488	2.125862497	1.810466194	1.926189865	1.975974159	1.9668975359999998	2.7602204510000004	1.8305784219999999	1.722233589
