ARNT	HSE	Brachyury	p53	YY1	FOXO3A	ISRE	LHX8	ER	Hnf1a	ETS1	Foxc2	GAS/ISRE	MEF1	HIF1	CRE	Myc	AP2	AP3	AP4	GATA	Elk1	AP1	E2f(1)
1.0145335709999999	1.099921411	1.0655166409999999	1.053418963	1.050783931	1.022417331	1.029682338	1.125567634	1.128789414	0.9828811820000001	1.01229326	0.973717244	0.993901377	0.9635078290000001	1.051050635	1.075694052	1.201172785	1.097435733	1.08640487	1.05142402	1.072568285	1.112381806	1.059691833	1.144204885
0.910997345	0.9546890090000001	1.048951963	1.053246701	0.96115626	1.0454417440000001	0.957424767	0.981734792	1.107056646	0.9546487770000001	0.9935327490000001	1.007181365	0.932028484	0.971988655	0.966567428	0.950072417	1.131628178	1.047221999	1.051064129	1.14047916	1.037013196	1.126337705	0.9936031540000001	1.00243402
0.967007075	1.038042317	1.0146943000000002	1.057515685	1.024506074	1.070090776	1.001698705	1.046472434	1.164433987	0.94784408	1.00097784	1.033536911	1.038592978	0.9373314640000001	1.038112402	1.030162862	1.222343479	1.047784007	1.1313142440000001	1.164243759	1.079371913	1.125667468	1.021362301	1.010028701
0.9539287329999999	1.06144751	1.13154817	1.124023985	1.036502099	1.1032462840000001	1.00369787	1.0361776059999999	1.140299345	1.04023377	0.967212671	1.08810665	1.0244451509999999	0.945552754	1.0566206740000001	1.012803959	1.220915612	1.09774004	1.191031821	1.086423342	1.1475598790000001	1.156858636	1.022883527	1.028764966
0.963668414	1.129244261	1.218400486	1.159903813	1.15441179	1.077492893	1.114928318	1.1022936079999999	1.240816909	1.0259453109999999	1.083800059	1.099359094	1.0856952659999999	1.000614753	1.143285093	1.0194547379999999	1.2962975540000001	1.10424995	1.172905338	1.2081195	1.1965037170000001	1.157295357	1.212164645	1.138659158
1.102986725	1.303948621	1.3555999719999998	1.3175834309999999	1.307685242	1.275576751	1.137972084	1.305403588	1.332750366	1.135701452	1.147175856	1.232434756	1.138126398	1.169805012	1.276359348	1.149049678	1.373687865	1.339793733	1.428965614	1.4474503159999998	1.410569091	1.306351522	1.270186758	1.248968479
1.105327647	1.394126577	1.37380634	1.4164528140000001	1.410673365	1.305472223	1.31947085	1.3614992590000001	1.391122999	1.255289695	1.309538439	1.2698847	1.256211371	1.195792822	1.263671522	1.298380742	1.6056240290000001	1.428965916	1.41610583	1.4823472009999998	1.3727762319999999	1.410315538	1.4309610730000002	1.2202768640000001
1.3498256180000001	1.4849853469999998	1.563239822	1.581368831	1.521923064	1.4445377119999998	1.423979616	1.514301526	1.625705234	1.413594714	1.419789999	1.3872647519999999	1.420670264	1.390395822	1.46866144	1.432581703	1.846328699	1.590806613	1.5400632159999998	1.6465084669999999	1.5848676069999998	1.6051694230000002	1.4836705209999999	1.498679602
1.497480379	1.6614343969999998	1.735507559	1.797678745	1.7024506240000001	1.6887251580000002	1.683156118	1.799958109	1.752337888	1.4734423319999999	1.655581977	1.6463782759999999	1.6256668680000002	1.5716397869999998	1.673804566	1.659315205	1.9178320169999998	1.6592536009999999	1.877555044	1.841541096	1.8141148059999999	1.9140741469999998	1.7667163609999998	1.717198724
1.340648158	1.381264258	1.541861124	1.512349591	1.431027927	1.521519525	1.495295749	1.4467398269999998	1.69385838	1.3958914219999998	1.430916099	1.3808840409999998	1.4065374919999998	1.393543024	1.419129378	1.3428064469999998	1.742705056	1.516017565	1.5215866219999998	1.552249989	1.6093496059999999	1.708932858	1.445867565	1.5059977340000001
