ARNT	HSE	Brachyury	p53	YY1	FOXO3A	ISRE	LHX8	ER	Hnf1a	ETS1	Foxc2	GAS/ISRE	MEF1	HIF1	CRE	Myc	AP2	AP3	AP4	GATA	Elk1	AP1	E2f(1)
1.459287834	1.575925486	1.444885	1.577340461	1.476992277	1.461185971	1.460817848	1.484009633	1.6063186880000002	1.433220084	1.537076945	1.44902639	1.4076124890000001	1.369845311	1.504417483	1.4159067730000001	1.84939528	1.658235614	1.749967406	1.676584273	1.642567355	1.653530535	1.801895836	1.6450867009999999
1.291236528	1.4440308530000001	1.407968045	1.4132364590000002	1.307878517	1.316111704	1.286505286	1.3570297169999999	1.4995971209999999	1.3174856240000001	1.448741435	1.411831549	1.328239386	1.288798595	1.297682587	1.335150305	1.7309218000000002	1.525081781	1.76431941	1.59412899	1.498832685	1.5689645669999999	1.559140525	1.560906994
1.5195985280000002	1.6801631330000002	1.6962389180000002	1.7380045569999998	1.6401367230000001	1.662613835	1.6084803490000001	1.6684958090000002	1.8543154609999999	1.6077194369999999	1.702289984	1.732303753	1.6992584119999998	1.570567584	1.658314076	1.699427504	1.928389684	1.848566344	2.101587851	1.98615864	1.945733656	1.817199842	1.9627998359999999	1.8850659859999999
1.500735449	1.677781811	1.6340216619999999	1.5200825230000001	1.6094137419999999	1.410957229	1.404779461	1.5231427530000001	1.818277331	1.616714741	1.601276051	1.512460601	1.609516896	1.424711074	1.4039656919999999	1.579155285	1.928010086	1.860811095	1.989913847	1.812821639	1.849406865	1.88970563	1.8519513269999999	1.862897095
1.530088574	1.58286339	1.5210926040000001	1.6541267130000001	1.4931462030000002	1.537190655	1.4445864430000002	1.7243853519999999	1.7688339880000001	1.49000512	1.59398421	1.5212889219999999	1.61859321	1.409826663	1.5715116080000002	1.4662160340000001	1.791133369	1.8613689119999999	1.800441137	1.920541375	1.692951425	1.873101781	1.7600689809999999	1.8884376580000002
1.5687531819999998	1.71322755	1.513141276	1.659959039	1.47891139	1.433267656	1.455267586	1.55021588	1.684931933	1.506997151	1.489812256	1.6319199130000002	1.6531970040000001	1.4981482130000001	1.567668925	1.6058511030000002	1.755070554	1.769200875	1.976165771	1.750057322	1.6563098719999998	1.801600348	1.7541611769999998	1.65897971
1.6357575119999999	1.860115171	1.7745157580000002	1.836909224	1.6608732069999999	1.5798345719999998	1.560335043	1.64849754	1.8056245419999999	1.6212585069999998	1.6025630819999999	1.656061145	1.7468118519999998	1.63867239	1.711104596	1.704923045	2.0609150869999997	2.030195791	2.0974264469999997	1.980328761	1.746799288	1.819633546	1.84042718	1.804757617
1.55886128	1.8271912019999998	1.779978021	1.640679004	1.645750143	1.7121405319999998	1.5537775580000002	1.6496510180000001	1.8892402940000002	1.8038111140000002	1.613762961	1.6091699940000002	1.7697224930000002	1.465605181	1.7221443909999998	1.6408300059999998	1.853452904	1.9151496590000001	1.8972056309999998	1.9588772190000001	1.842555619	1.8405925980000002	1.919088286	2.016371095
1.609780566	1.7592161130000001	1.5681744659999999	1.782690945	1.611193232	1.54514186	1.597754474	1.64846306	1.922458941	1.71544802	1.5098497659999999	1.7970510069999999	1.636424684	1.433627195	1.5182029240000001	1.5948554369999999	1.9043768090000002	1.968475016	1.830967288	2.031393954	1.7981442890000001	1.7664637069999998	1.8136590519999998	1.737387345
1.771896177	1.9450837490000001	1.876895538	1.82513745	1.700728807	1.7326556709999998	1.778890167	1.841759366	2.0346630869999998	1.700652091	1.7914588930000002	1.786676896	1.7403273240000001	1.6591484459999999	1.7692110980000002	1.77116737	1.936159059	1.9060989640000001	2.0806035030000003	1.985641222	1.859263521	1.982316839	2.075233346	1.984912415
1.5292704519999998	1.683459337	1.5810158730000001	1.662087855	1.685840873	1.7104667059999998	1.719506569	1.80017955	1.759007652	1.64706298	1.695703675	1.8377604419999998	1.7150926219999998	1.537250469	1.6119883130000001	1.565604465	1.867535879	1.971525472	1.9415006590000001	1.840890104	1.708534046	1.847972369	1.841900075	1.860266582
1.609366197	2.003927092	1.759515327	1.7947970169999998	1.753003314	1.701441591	1.6117025680000001	1.744776305	1.839362055	1.6615244409999999	1.806888981	1.768463132	1.707742336	1.6792336369999998	1.577526926	1.6980364540000001	1.76991715	1.851019056	1.9177547640000001	1.86968517	1.9384589890000001	1.90407208	1.866888981	1.8935459819999998
1.704893113	2.043205726	1.66332441	1.810343316	1.6750758999999997	1.620628166	1.627556283	1.7290726180000002	1.8691884619999999	1.6416505540000002	1.843392815	1.78090195	1.764314559	1.679322974	1.5813145469999998	1.6698892090000002	1.872796596	1.8301504640000001	2.016871364	1.863312717	1.967134248	1.897151496	1.9467006880000002	1.77029053
1.6884607180000002	2.114265316	1.7538646390000001	1.841953585	1.730670277	1.687167789	1.667708556	1.68588792	1.94662859	1.75959793	1.883327311	1.806378449	1.782700872	1.7125170319999998	1.7032706309999999	1.684817009	1.834940425	1.9604720709999999	2.068398988	1.8960215230000002	2.0128291640000002	1.9369250930000002	1.9478562190000002	1.8926390119999998
